Client_Num,Card_Category,Annual_Fees,Gender,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Current Week Revenue,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Spending by Category,Interest_Earned,Delinquent_Acc
709757583,Blue,455,Female,1,81,1/29/2023,Week-5,Q1,2023,3176,849078,1510,2074,48,0.475,Swipe ,Fuel,7705253,124.44,0
709759908,Blue,415,Male,0,88,1/29/2023,Week-5,Q1,2023,1939,849078,685,4327,84,0.353,Swipe ,Entertainment,7821312,1168.29,0
709762008,Blue,500,Male,0,92,1/29/2023,Week-5,Q1,2023,2090,849078,793,4619,78,0.379,Swipe ,Bills,11166448,1200.94,0
709762908,Blue,200,Male,0,108,1/29/2023,Week-5,Q1,2023,1438,849078,1228,4991,78,0.854,Swipe ,Bills,11166448,898.38,0
709764483,Blue,360,Male,1,116,1/29/2023,Week-5,Q1,2023,6157,849078,581,4041,65,0.094,Swipe ,Bills,11166448,889.02,0
709766808,Blue,395,Male,0,150,1/29/2023,Week-5,Q1,2023,5099,849078,1178,3819,82,0.231,Chip ,Grocery,7032033,229.14,0
709769283,Blue,420,Female,0,112,1/29/2023,Week-5,Q1,2023,8513,849078,0,4162,70,0,Swipe ,Grocery,7032033,790.78,0
709770408,Silver,320,Male,0,114,1/29/2023,Week-5,Q1,2023,34516,849078,1702,8652,98,0.049,Swipe ,Bills,11166448,2163,0
709774608,Blue,395,Female,0,113,1/29/2023,Week-5,Q1,2023,5993,849078,1582,3464,64,0.264,Online ,Grocery,7032033,415.68,0
709779258,Blue,95,Female,1,94,1/29/2023,Week-5,Q1,2023,1438,849078,0,4075,71,0,Swipe ,Food,6808437,326,0
709780158,Blue,250,Male,1,97,1/29/2023,Week-5,Q1,2023,2411,849078,1379,4812,79,0.572,Swipe ,Food,6808437,288.72,0
709781208,Blue,200,Male,0,76,1/29/2023,Week-5,Q1,2023,2291,849078,0,5409,82,0,Swipe ,Travel,4999538,432.72,0
709783908,Blue,250,Female,0,110,1/29/2023,Week-5,Q1,2023,2280,849078,1170,1924,50,0.513,Swipe ,Fuel,7705253,211.64,0
709785783,Blue,365,Male,1,58,1/29/2023,Week-5,Q1,2023,2300,849078,0,1485,34,0,Swipe ,Bills,11166448,297,0
709787733,Blue,360,Male,0,160,1/29/2023,Week-5,Q1,2023,9723,849078,1307,4043,76,0.134,Swipe ,Fuel,7705253,1091.61,0
709788783,Blue,225,Male,1,117,1/29/2023,Week-5,Q1,2023,4907,849078,773,5088,71,0.158,Chip ,Grocery,7032033,966.72,0
709790058,Blue,355,Male,1,117,1/29/2023,Week-5,Q1,2023,6383,849078,1512,4985,87,0.237,Swipe ,Entertainment,7821312,398.8,0
709791333,Blue,270,Male,0,78,1/29/2023,Week-5,Q1,2023,2040,849078,1084,4751,80,0.531,Swipe ,Fuel,7705253,427.59,0
709793133,Blue,150,Female,0,65,1/29/2023,Week-5,Q1,2023,3186,849078,2470,1531,37,0.775,Swipe ,Bills,11166448,214.34,0
709794333,Blue,150,Female,0,45,1/29/2023,Week-5,Q1,2023,2827,849078,1430,1608,30,0.506,Swipe ,Fuel,7705253,305.52,0
709798908,Blue,460,Female,1,105,1/29/2023,Week-5,Q1,2023,2858,849078,0,2611,43,0,Chip ,Food,6808437,574.42,0
709802208,Blue,355,Female,0,104,1/29/2023,Week-5,Q1,2023,3350,849078,0,2849,61,0,Swipe ,Food,6808437,227.92,0
709803258,Blue,125,Female,1,138,1/29/2023,Week-5,Q1,2023,12073,849078,0,2400,52,0,Swipe ,Grocery,7032033,696,0
709804533,Blue,300,Female,1,74,1/29/2023,Week-5,Q1,2023,17818,849078,1451,3973,74,0.081,Swipe ,Entertainment,7821312,357.57,0
709807383,Blue,300,Female,1,115,1/29/2023,Week-5,Q1,2023,3616,849078,1155,15391,94,0.319,Swipe ,Food,6808437,3232.11,0
709810458,Blue,480,Female,0,109,1/29/2023,Week-5,Q1,2023,1579,849078,768,4241,72,0.486,Swipe ,Food,6808437,551.33,0
709813008,Blue,200,Male,0,99,1/29/2023,Week-5,Q1,2023,3398,849078,2415,4509,93,0.711,Swipe ,Food,6808437,811.62,0
709814883,Platinum,300,Female,1,135,1/29/2023,Week-5,Q1,2023,15987,849078,2262,15513,127,0.141,Chip ,Food,6808437,3412.86,0
709816158,Silver,455,Female,1,97,1/29/2023,Week-5,Q1,2023,34516,849078,0,2183,60,0,Swipe ,Food,6808437,502.09,0
709820658,Blue,350,Male,1,87,1/29/2023,Week-5,Q1,2023,34516,849078,1170,3785,64,0.034,Chip ,Fuel,7705253,946.25,0
709822008,Blue,200,Male,0,71,1/29/2023,Week-5,Q1,2023,2369,849078,1019,4317,66,0.43,Online ,Food,6808437,518.04,0
709823733,Blue,300,Male,0,115,1/29/2023,Week-5,Q1,2023,5508,849078,0,7507,78,0,Swipe ,Bills,11166448,750.7,0
709824633,Blue,125,Male,0,92,1/29/2023,Week-5,Q1,2023,1552,849078,1375,5064,80,0.886,Swipe ,Grocery,7032033,1316.64,0
709826058,Blue,300,Female,1,112,1/29/2023,Week-5,Q1,2023,34516,849078,2435,1805,34,0.071,Swipe ,Entertainment,7821312,270.75,0
709827933,Blue,250,Male,1,77,1/29/2023,Week-5,Q1,2023,12230,849078,1196,3659,76,0.098,Chip ,Food,6808437,804.98,0
709830783,Silver,250,Female,0,112,1/29/2023,Week-5,Q1,2023,34516,849078,1686,4039,72,0.049,Swipe ,Bills,11166448,363.51,0
709831983,Gold,125,Female,1,117,1/29/2023,Week-5,Q1,2023,34516,849078,1244,15176,126,0.036,Chip ,Fuel,7705253,3186.96,0
709836258,Blue,125,Male,0,107,1/29/2023,Week-5,Q1,2023,1927,849078,1337,5127,81,0.694,Online ,Fuel,7705253,1230.48,0
709837308,Blue,250,Female,0,114,1/29/2023,Week-5,Q1,2023,7531,849078,0,3833,71,0,Chip ,Grocery,7032033,421.63,0
709838508,Silver,470,Male,1,91,1/29/2023,Week-5,Q1,2023,34516,849078,1509,7167,91,0.044,Swipe ,Fuel,7705253,501.69,0
709839858,Blue,270,Female,0,75,1/29/2023,Week-5,Q1,2023,4608,849078,1077,1535,31,0.234,Swipe ,Travel,4999538,383.75,0
709841433,Blue,300,Female,0,87,1/29/2023,Week-5,Q1,2023,3855,849078,1188,3885,83,0.308,Swipe ,Entertainment,7821312,815.85,0
709850508,Blue,245,Female,1,118,1/29/2023,Week-5,Q1,2023,3202,849078,0,2917,37,0,Swipe ,Food,6808437,700.08,0
709852908,Blue,275,Female,1,161,1/29/2023,Week-5,Q1,2023,4307,849078,0,1628,37,0,Swipe ,Bills,11166448,130.24,0
709854483,Blue,200,Female,1,113,1/29/2023,Week-5,Q1,2023,4588,849078,2517,2442,62,0.549,Swipe ,Entertainment,7821312,244.2,0
709855608,Blue,100,Female,1,111,1/29/2023,Week-5,Q1,2023,1438,849078,981,1114,33,0.682,Swipe ,Grocery,7032033,300.78,0
709857033,Blue,225,Male,0,67,1/29/2023,Week-5,Q1,2023,1438,849078,0,4148,84,0,Chip ,Bills,11166448,414.8,0
709858533,Blue,250,Female,0,102,1/29/2023,Week-5,Q1,2023,2462,849078,2021,2320,57,0.821,Swipe ,Fuel,7705253,394.4,0
709861008,Blue,300,Male,0,136,1/29/2023,Week-5,Q1,2023,27720,849078,2414,8520,89,0.087,Swipe ,Entertainment,7821312,4385.6,0
709864833,Blue,250,Female,1,90,1/29/2023,Week-5,Q1,2023,8077,849078,1965,1329,26,0.243,Swipe ,Entertainment,7821312,132.9,0
709865883,Silver,495,Male,0,73,1/29/2023,Week-5,Q1,2023,26794,849078,821,8788,58,0.031,Chip ,Fuel,7705253,1493.96,0
709868433,Blue,250,Male,0,95,1/29/2023,Week-5,Q1,2023,2525,849078,2217,4409,69,0.878,Swipe ,Bills,11166448,661.35,0
709869708,Blue,445,Female,1,120,1/29/2023,Week-5,Q1,2023,3062,849078,2039,4037,71,0.666,Chip ,Travel,4999538,322.96,0
709871658,Blue,470,Male,1,113,1/29/2023,Week-5,Q1,2023,7136,849078,2345,7729,86,0.329,Swipe ,Food,6808437,2241.41,0
709873683,Silver,440,Male,1,86,1/29/2023,Week-5,Q1,2023,16541,849078,1428,4352,82,0.086,Swipe ,Fuel,7705253,1262.08,0
709876008,Blue,335,Female,0,115,1/29/2023,Week-5,Q1,2023,3414,849078,1473,1803,49,0.431,Swipe ,Fuel,7705253,360.6,0
709879458,Blue,345,Female,0,106,1/29/2023,Week-5,Q1,2023,1900,849078,1376,1881,45,0.724,Swipe ,Bills,11166448,206.91,0
709883883,Blue,360,Male,0,135,1/29/2023,Week-5,Q1,2023,8110,849078,1549,8033,94,0.191,Swipe ,Food,6808437,481.98,0
709886583,Blue,465,Female,1,84,1/29/2023,Week-5,Q1,2023,7411,849078,633,2761,77,0.085,Swipe ,Bills,11166448,469.37,0
709887483,Blue,495,Female,0,68,1/29/2023,Week-5,Q1,2023,6331,849078,1420,3527,69,0.224,Swipe ,Fuel,7705253,387.97,0
709888383,Blue,245,Male,0,101,1/29/2023,Week-5,Q1,2023,3147,849078,2453,4465,82,0.779,Online ,Entertainment,7821312,535.8,0
709891608,Blue,380,Female,1,111,1/29/2023,Week-5,Q1,2023,9924,849078,0,1949,43,0,Swipe ,Grocery,7032033,350.82,0
709892658,Blue,415,Male,0,74,1/29/2023,Week-5,Q1,2023,1605,849078,1300,4495,67,0.81,Chip ,Bills,11166448,494.45,0
709893858,Blue,470,Male,1,93,1/29/2023,Week-5,Q1,2023,9422,849078,2108,4633,58,0.224,Swipe ,Grocery,7032033,463.3,0
709895508,Blue,200,Male,0,98,1/29/2023,Week-5,Q1,2023,6153,849078,974,7434,92,0.158,Swipe ,Grocery,7032033,892.08,0
709897983,Blue,320,Female,1,110,1/29/2023,Week-5,Q1,2023,2655,849078,1527,1921,26,0.575,Swipe ,Bills,11166448,307.36,0
709901058,Blue,125,Male,1,70,1/29/2023,Week-5,Q1,2023,2232,849078,1163,4185,80,0.521,Swipe ,Bills,11166448,837,0
709902108,Blue,200,Male,1,87,1/29/2023,Week-5,Q1,2023,8169,849078,794,4927,70,0.097,Chip ,Food,6808437,541.97,0
709904508,Blue,455,Male,0,104,1/29/2023,Week-5,Q1,2023,2634,849078,1644,4190,71,0.624,Chip ,Fuel,7705253,921.8,0
709910733,Silver,125,Male,1,74,1/29/2023,Week-5,Q1,2023,34516,849078,1963,13174,86,0.057,Chip ,Food,6808437,3425.24,0
709912683,Gold,395,Male,1,41,1/29/2023,Week-5,Q1,2023,34516,849078,2374,4390,77,0.069,Chip ,Food,6808437,1229.2,0
709913733,Blue,475,Female,1,118,1/29/2023,Week-5,Q1,2023,2279,849078,1529,1693,32,0.671,Swipe ,Bills,11166448,270.88,0
709914858,Blue,200,Male,1,89,1/29/2023,Week-5,Q1,2023,6362,849078,1705,5169,84,0.268,Swipe ,Entertainment,7821312,1085.49,0
709916058,Blue,280,Female,0,69,1/29/2023,Week-5,Q1,2023,2347,849078,2163,1631,40,0.922,Swipe ,Fuel,7705253,358.82,0
709918158,Blue,270,Female,0,105,1/29/2023,Week-5,Q1,2023,12315,849078,0,2028,51,0,Swipe ,Bills,11166448,547.56,0
709919283,Blue,300,Female,1,106,1/29/2023,Week-5,Q1,2023,14926,849078,2517,1576,25,0.169,Swipe ,Bills,11166448,173.36,0
709920258,Blue,175,Male,0,73,1/29/2023,Week-5,Q1,2023,9294,849078,1764,4531,73,0.19,Swipe ,Bills,11166448,498.41,0
709921158,Blue,295,Female,1,80,1/29/2023,Week-5,Q1,2023,2281,849078,1751,4241,76,0.768,Chip ,Entertainment,7821312,890.61,0
709922508,Blue,245,Male,0,101,1/29/2023,Week-5,Q1,2023,2712,849078,0,5207,79,0,Chip ,Bills,11166448,624.84,0
709925733,Blue,125,Male,0,56,1/29/2023,Week-5,Q1,2023,1438,849078,713,5099,80,0.496,Swipe ,Entertainment,7821312,917.82,0
709927458,Blue,150,Female,0,74,1/29/2023,Week-5,Q1,2023,10486,849078,1544,4042,77,0.147,Online ,Food,6808437,1010.5,0
709928358,Blue,300,Male,0,120,1/29/2023,Week-5,Q1,2023,32554,849078,0,8528,87,0,Swipe ,Grocery,7032033,2046.72,0
709930758,Blue,220,Female,1,117,1/29/2023,Week-5,Q1,2023,11107,849078,1222,1506,33,0.11,Swipe ,Travel,4999538,165.66,0
709932558,Blue,440,Female,1,105,1/29/2023,Week-5,Q1,2023,3471,849078,2517,1771,34,0.725,Swipe ,Bills,11166448,230.23,0
709934808,Silver,360,Male,0,81,1/29/2023,Week-5,Q1,2023,15164,849078,1071,13062,103,0.071,Swipe ,Bills,11166448,783.72,0
709935708,Blue,200,Male,0,97,1/29/2023,Week-5,Q1,2023,3391,849078,1696,4291,77,0.5,Swipe ,Entertainment,7821312,429.1,0
709937583,Blue,125,Female,0,99,1/29/2023,Week-5,Q1,2023,3024,849078,1835,14220,108,0.607,Chip ,Travel,4999538,2701.8,0
709938708,Blue,285,Male,0,58,1/29/2023,Week-5,Q1,2023,1822,849078,1118,4576,78,0.614,Online ,Fuel,7705253,366.08,0
709942383,Blue,360,Female,1,50,1/29/2023,Week-5,Q1,2023,6313,849078,782,1703,34,0.124,Swipe ,Bills,11166448,289.51,0
709945458,Blue,450,Male,0,108,1/29/2023,Week-5,Q1,2023,1438,849078,512,4791,82,0.356,Chip ,Bills,11166448,1197.75,0
709946658,Blue,195,Male,1,109,1/29/2023,Week-5,Q1,2023,2765,849078,1211,4629,58,0.438,Swipe ,Bills,11166448,601.77,0
709948233,Blue,365,Male,0,83,1/29/2023,Week-5,Q1,2023,2446,849078,1899,5347,87,0.776,Swipe ,Grocery,7032033,1122.87,0
709950858,Blue,270,Female,0,90,1/29/2023,Week-5,Q1,2023,33755,849078,2301,3458,71,0.068,Swipe ,Fuel,7705253,484.12,0
709952658,Blue,150,Male,1,109,1/29/2023,Week-5,Q1,2023,3025,849078,2491,4460,62,0.823,Swipe ,Bills,11166448,1248.8,0
709955958,Blue,195,Female,1,103,1/29/2023,Week-5,Q1,2023,8054,849078,1023,3374,45,0.127,Online ,Fuel,7705253,708.54,0
709957158,Blue,335,Male,0,76,1/29/2023,Week-5,Q1,2023,2514,849078,2251,3942,65,0.895,Chip ,Grocery,7032033,1103.76,0
709959858,Blue,470,Male,0,129,1/29/2023,Week-5,Q1,2023,4341,849078,0,3825,63,0,Swipe ,Travel,4999538,1032.75,0
709961958,Blue,200,Female,1,89,1/29/2023,Week-5,Q1,2023,21065,849078,2517,1060,32,0.119,Swipe ,Entertainment,7821312,212,0
709965858,Blue,125,Male,1,94,1/29/2023,Week-5,Q1,2023,9880,849078,1792,4609,80,0.181,Swipe ,Grocery,7032033,737.44,0
709967358,Blue,330,Female,0,112,1/29/2023,Week-5,Q1,2023,30367,849078,2362,1671,27,0.078,Swipe ,Bills,11166448,317.49,0
709969758,Platinum,325,Male,1,90,1/29/2023,Week-5,Q1,2023,34516,849078,1774,13966,115,0.051,Chip ,Travel,4999538,1396.6,0
709971708,Blue,175,Male,1,108,1/29/2023,Week-5,Q1,2023,9701,849078,0,9404,62,0,Chip ,Food,6808437,1974.84,0
709972908,Blue,245,Male,0,120,1/29/2023,Week-5,Q1,2023,9874,849078,1059,4369,70,0.107,Swipe ,Food,6808437,1092.25,0
709974108,Blue,415,Female,1,86,1/29/2023,Week-5,Q1,2023,2640,849078,1051,3116,80,0.398,Swipe ,Entertainment,7821312,779,0
709976358,Blue,290,Male,1,44,1/29/2023,Week-5,Q1,2023,3236,849078,0,3952,80,0,Swipe ,Fuel,7705253,1027.52,0
709977933,Blue,290,Male,0,99,1/29/2023,Week-5,Q1,2023,9959,849078,199,8517,60,0.02,Chip ,Travel,4999538,1022.04,0
709979583,Blue,125,Female,1,85,1/29/2023,Week-5,Q1,2023,34516,849078,854,1999,54,0.025,Swipe ,Food,6808437,339.83,0
709980783,Blue,125,Female,0,94,1/29/2023,Week-5,Q1,2023,3961,849078,1729,4066,63,0.437,Online ,Entertainment,7821312,487.92,0
709982658,Blue,200,Male,1,79,1/29/2023,Week-5,Q1,2023,9759,849078,2038,4226,77,0.209,Chip ,Bills,11166448,1098.76,0
709984083,Blue,425,Male,0,92,1/29/2023,Week-5,Q1,2023,3849,849078,1281,7930,90,0.333,Swipe ,Food,6808437,2061.8,0
709985133,Blue,430,Female,0,110,1/29/2023,Week-5,Q1,2023,6803,849078,2296,2603,47,0.337,Swipe ,Entertainment,7821312,442.51,0
709986633,Blue,250,Female,0,82,1/29/2023,Week-5,Q1,2023,1438,849078,0,2144,41,0,Swipe ,Entertainment,7821312,300.16,0
709987683,Blue,410,Female,0,68,1/29/2023,Week-5,Q1,2023,2286,849078,0,2798,40,0,Swipe ,Entertainment,7821312,475.66,0
709990983,Blue,410,Female,0,77,1/29/2023,Week-5,Q1,2023,5918,849078,842,1292,26,0.142,Swipe ,Entertainment,7821312,90.44,0
709991883,Blue,450,Female,1,87,1/29/2023,Week-5,Q1,2023,6214,849078,1147,938,35,0.185,Swipe ,Bills,11166448,196.98,0
709993158,Blue,275,Female,1,135,1/29/2023,Week-5,Q1,2023,2330,849078,1584,3917,71,0.68,Swipe ,Grocery,7032033,900.91,0
709996833,Silver,450,Male,1,135,1/29/2023,Week-5,Q1,2023,12359,849078,0,7528,70,0,Chip ,Travel,4999538,1204.48,0
709997958,Blue,200,Female,1,114,1/29/2023,Week-5,Q1,2023,3478,849078,0,2133,54,0,Swipe ,Entertainment,7821312,469.26,0
709999308,Blue,425,Female,1,96,1/29/2023,Week-5,Q1,2023,3150,849078,0,3477,78,0,Swipe ,Grocery,7032033,973.56,0
710002833,Blue,195,Male,1,97,1/29/2023,Week-5,Q1,2023,3413,849078,2517,4355,71,0.737,Swipe ,Entertainment,7821312,479.05,0
710003958,Blue,245,Female,1,43,1/29/2023,Week-5,Q1,2023,1438,849078,665,4100,84,0.462,Chip ,Entertainment,7821312,574,0
710004933,Blue,150,Female,0,95,1/29/2023,Week-5,Q1,2023,8645,849078,1454,1435,25,0.168,Swipe ,Bills,11166448,315.7,0
710005683,Silver,385,Female,1,67,1/29/2023,Week-5,Q1,2023,12540,849078,1696,16518,115,0.135,Chip ,Travel,4999538,3138.42,0
710006958,Blue,100,Male,1,136,1/29/2023,Week-5,Q1,2023,8693,849078,796,4755,69,0.092,Swipe ,Grocery,7032033,1283.85,0
710013258,Blue,320,Male,0,71,1/29/2023,Week-5,Q1,2023,1980,849078,823,4467,69,0.416,Chip ,Bills,11166448,1206.09,0
710014683,Blue,460,Female,0,100,1/29/2023,Week-5,Q1,2023,3480,849078,724,2807,65,0.208,Swipe ,Grocery,7032033,224.56,0
710015733,Blue,195,Female,0,71,1/29/2023,Week-5,Q1,2023,2029,849078,621,3142,37,0.306,Chip ,Fuel,7705253,377.04,0
710016708,Silver,140,Male,0,104,1/29/2023,Week-5,Q1,2023,10877,849078,1802,7974,90,0.166,Swipe ,Food,6808437,2152.98,0
710017758,Blue,445,Female,1,105,1/29/2023,Week-5,Q1,2023,11346,849078,0,3784,67,0,Swipe ,Grocery,7032033,718.96,0
710019933,Blue,455,Female,1,116,1/29/2023,Week-5,Q1,2023,11522,849078,1203,13720,119,0.104,Swipe ,Food,6808437,3567.2,0
710023233,Blue,465,Male,1,72,1/29/2023,Week-5,Q1,2023,24457,849078,1300,2739,65,0.053,Swipe ,Fuel,7705253,328.68,0
710026458,Blue,415,Male,1,115,1/29/2023,Week-5,Q1,2023,3995,849078,2475,12575,99,0.62,Chip ,Travel,4999538,2263.5,0
710027508,Blue,365,Female,1,114,1/29/2023,Week-5,Q1,2023,1616,849078,1047,1389,33,0.648,Swipe ,Travel,4999538,83.34,0
710032608,Blue,250,Female,0,74,1/29/2023,Week-5,Q1,2023,5927,849078,2320,1558,46,0.391,Swipe ,Bills,11166448,420.66,0
710035008,Blue,100,Female,1,53,1/29/2023,Week-5,Q1,2023,3827,849078,1397,2491,64,0.365,Swipe ,Grocery,7032033,298.92,0
710036508,Blue,460,Female,0,41,1/29/2023,Week-5,Q1,2023,14281,849078,1519,1164,35,0.106,Swipe ,Bills,11166448,302.64,0
710038008,Blue,335,Female,0,71,1/29/2023,Week-5,Q1,2023,6038,849078,0,1447,30,0,Swipe ,Grocery,7032033,318.34,0
710039208,Blue,200,Female,1,85,1/29/2023,Week-5,Q1,2023,2111,849078,966,3871,87,0.458,Swipe ,Bills,11166448,270.97,0
710040483,Blue,330,Male,1,73,1/29/2023,Week-5,Q1,2023,14485,849078,2124,3895,87,0.147,Swipe ,Bills,11166448,740.05,0
710043408,Blue,435,Female,1,88,1/29/2023,Week-5,Q1,2023,15610,849078,2048,1916,58,0.131,Swipe ,Entertainment,7821312,555.64,0
710044308,Blue,300,Female,1,80,1/29/2023,Week-5,Q1,2023,2625,849078,1594,2480,47,0.607,Swipe ,Bills,11166448,570.4,0
710045058,Silver,150,Female,1,41,1/29/2023,Week-5,Q1,2023,18797,849078,2158,1364,40,0.115,Swipe ,Bills,11166448,204.6,0
710047533,Gold,335,Male,0,88,1/29/2023,Week-5,Q1,2023,34516,849078,2201,8614,63,0.064,Chip ,Travel,4999538,1981.22,0
710051658,Blue,290,Male,0,80,1/29/2023,Week-5,Q1,2023,18821,849078,774,4402,75,0.041,Swipe ,Grocery,7032033,308.14,0
710056758,Blue,150,Female,1,99,1/29/2023,Week-5,Q1,2023,10017,849078,1850,15635,116,0.185,Chip ,Travel,4999538,3596.05,0
710058033,Blue,190,Male,1,95,1/29/2023,Week-5,Q1,2023,23898,849078,0,3781,66,0,Swipe ,Bills,11166448,945.25,0
710061783,Blue,175,Male,0,119,1/29/2023,Week-5,Q1,2023,14973,849078,0,4517,59,0,Swipe ,Food,6808437,993.74,0
710064033,Blue,150,Female,0,77,1/29/2023,Week-5,Q1,2023,4572,849078,0,3555,42,0,Swipe ,Food,6808437,959.85,0
710066133,Silver,125,Male,1,50,1/29/2023,Week-5,Q1,2023,12833,849078,0,9619,75,0,Chip ,Bills,11166448,2116.18,0
710067183,Blue,125,Female,0,159,1/29/2023,Week-5,Q1,2023,1950,849078,0,2074,81,0,Swipe ,Entertainment,7821312,435.54,0
710070183,Blue,245,Female,1,47,1/29/2023,Week-5,Q1,2023,2615,849078,1772,1419,38,0.678,Swipe ,Bills,11166448,340.56,0
710074458,Blue,200,Male,0,109,1/29/2023,Week-5,Q1,2023,2137,849078,996,4290,90,0.466,Swipe ,Grocery,7032033,386.1,0
710077008,Blue,300,Female,1,79,1/29/2023,Week-5,Q1,2023,30137,849078,1368,3522,74,0.045,Swipe ,Fuel,7705253,352.2,0
710078358,Blue,200,Female,1,162,1/29/2023,Week-5,Q1,2023,2222,849078,1291,4095,88,0.581,Chip ,Fuel,7705253,941.85,0
710080383,Blue,295,Male,0,101,1/29/2023,Week-5,Q1,2023,2331,849078,1709,4417,69,0.733,Chip ,Bills,11166448,1192.59,0
710081208,Blue,425,Male,0,150,1/29/2023,Week-5,Q1,2023,4935,849078,0,7886,64,0,Chip ,Travel,4999538,473.16,0
710082708,Blue,345,Female,0,98,1/29/2023,Week-5,Q1,2023,23957,849078,2102,1276,26,0.088,Swipe ,Bills,11166448,370.04,0
710084883,Blue,495,Female,1,70,1/29/2023,Week-5,Q1,2023,1631,849078,0,2962,57,0,Swipe ,Entertainment,7821312,681.26,0
710086308,Blue,390,Male,1,106,02-05-2023,Week-6,Q1,2023,3645,898867,1179,4680,87,0.323,Chip ,Travel,4999538,655.2,0
710088483,Blue,360,Female,0,93,02-05-2023,Week-6,Q1,2023,21877,898867,1073,3283,56,0.049,Swipe ,Fuel,7705253,426.79,0
710090133,Blue,480,Female,1,95,02-05-2023,Week-6,Q1,2023,4049,898867,1685,3908,80,0.416,Swipe ,Entertainment,7821312,351.72,0
710090958,Blue,420,Female,1,142,02-05-2023,Week-6,Q1,2023,1844,898867,1232,4182,71,0.668,Online ,Fuel,7705253,878.22,0
710092683,Blue,250,Female,0,106,02-05-2023,Week-6,Q1,2023,3735,898867,1421,1837,47,0.38,Swipe ,Bills,11166448,257.18,0
710094108,Blue,435,Male,0,99,02-05-2023,Week-6,Q1,2023,2043,898867,1725,5212,79,0.844,Chip ,Entertainment,7821312,1042.4,0
710096658,Blue,245,Female,1,90,02-05-2023,Week-6,Q1,2023,2606,898867,1978,2191,42,0.759,Swipe ,Fuel,7705253,284.83,0
710098233,Blue,415,Male,1,99,02-05-2023,Week-6,Q1,2023,2387,898867,0,4513,66,0,Swipe ,Fuel,7705253,451.3,0
710099358,Blue,300,Male,1,95,02-05-2023,Week-6,Q1,2023,3959,898867,0,4935,92,0,Swipe ,Grocery,7032033,345.45,0
710102208,Blue,190,Male,1,161,02-05-2023,Week-6,Q1,2023,18776,898867,0,4464,75,0,Chip ,Fuel,7705253,669.6,0
710103558,Blue,375,Female,0,110,02-05-2023,Week-6,Q1,2023,3234,898867,1486,1354,28,0.459,Swipe ,Fuel,7705253,148.94,0
710104908,Silver,390,Female,1,81,02-05-2023,Week-6,Q1,2023,2763,898867,2517,1246,31,0.911,Swipe ,Bills,11166448,99.68,0
710106933,Silver,200,Male,1,86,02-05-2023,Week-6,Q1,2023,34516,898867,2136,14667,119,0.062,Chip ,Food,6808437,2053.38,0
710108133,Blue,245,Female,0,84,02-05-2023,Week-6,Q1,2023,1854,898867,1528,1307,39,0.824,Swipe ,Bills,11166448,261.4,0
710109633,Blue,140,Female,0,50,02-05-2023,Week-6,Q1,2023,9871,898867,1061,1683,34,0.107,Swipe ,Travel,4999538,471.24,0
710110683,Blue,125,Male,1,79,02-05-2023,Week-6,Q1,2023,7879,898867,1007,4844,83,0.128,Swipe ,Entertainment,7821312,1356.32,0
710111733,Blue,460,Female,1,63,02-05-2023,Week-6,Q1,2023,8091,898867,1996,1360,28,0.247,Swipe ,Bills,11166448,95.2,0
710112933,Blue,300,Female,1,97,02-05-2023,Week-6,Q1,2023,16604,898867,1716,2580,61,0.103,Swipe ,Bills,11166448,335.4,0
710115108,Blue,300,Male,1,118,02-05-2023,Week-6,Q1,2023,5562,898867,1556,4568,76,0.28,Swipe ,Grocery,7032033,1324.72,0
710116833,Blue,300,Female,0,163,02-05-2023,Week-6,Q1,2023,1665,898867,0,2748,40,0,Chip ,Travel,4999538,494.64,0
710119233,Blue,175,Female,1,85,02-05-2023,Week-6,Q1,2023,11726,898867,1925,4186,63,0.164,Swipe ,Grocery,7032033,795.34,0
710120358,Blue,400,Female,1,100,02-05-2023,Week-6,Q1,2023,9026,898867,2312,2229,37,0.256,Chip ,Grocery,7032033,378.93,0
710122458,Silver,330,Female,1,144,02-05-2023,Week-6,Q1,2023,31546,898867,2057,15311,108,0.065,Chip ,Travel,4999538,4133.97,0
710125608,Blue,470,Male,0,95,02-05-2023,Week-6,Q1,2023,2679,898867,1558,4756,73,0.582,Chip ,Bills,11166448,1284.12,0
710129283,Blue,405,Female,1,86,02-05-2023,Week-6,Q1,2023,16317,898867,0,2944,71,0,Swipe ,Bills,11166448,706.56,0
710133858,Blue,395,Female,1,92,02-05-2023,Week-6,Q1,2023,7554,898867,1848,4150,64,0.245,Swipe ,Grocery,7032033,332,0
710135058,Blue,110,Female,0,43,02-05-2023,Week-6,Q1,2023,9078,898867,1501,1543,34,0.165,Swipe ,Bills,11166448,370.32,0
710136258,Blue,300,Female,1,153,02-05-2023,Week-6,Q1,2023,1806,898867,0,2833,43,0,Chip ,Fuel,7705253,396.62,0
710138883,Blue,150,Female,1,100,02-05-2023,Week-6,Q1,2023,8109,898867,0,1835,43,0,Chip ,Bills,11166448,348.65,0
710141208,Blue,245,Female,1,81,02-05-2023,Week-6,Q1,2023,3196,898867,1817,13300,104,0.569,Chip ,Entertainment,7821312,3724,0
