Client_Num,Customer_Age,Age_Group,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Income Group,Cust_Satisfaction_Score,Cust Satisfaction Score
713613258,43,36-45,Male,3,Unknown,Single,FL,91750,yes,no,yes,cellular,Blue-collar,63756,Medium,2,Neutral
713617608,44,36-45,Female,4,Unknown,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,53915,Medium,3,Satisfied
713620308,60,46-60,Male,1,Unknown,Single,NJ,91750,no,yes,no,unknown,Selfemployeed,10459,Low,2,Neutral
713625483,47,46-60,Female,4,High School,Single,CA,91750,no,no,no,cellular,Selfemployeed,14854,Low,2,Neutral
713629533,49,46-60,Female,1,Graduate,Married,CA,91750,no,yes,no,cellular,Govt,57697,Medium,3,Satisfied
713630733,48,46-60,Female,3,High School,Single,CA,91750,no,yes,no,cellular,Retirees,30848,Medium,3,Satisfied
713632983,58,46-60,Male,0,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,108680,High,3,Satisfied
713634108,50,46-60,Female,3,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,56630,Medium,3,Satisfied
713637783,52,46-60,Female,1,High School,Married,TX,91750,no,yes,no,cellular,Blue-collar,16254,Low,3,Satisfied
713639058,53,46-60,Female,3,Uneducated,Married,CA,91750,yes,no,no,cellular,Blue-collar,12008,Low,2,Neutral
713639958,47,46-60,Female,4,High School,Married,CA,91750,no,no,no,unknown,Blue-collar,11985,Low,2,Neutral
713641233,40,36-45,Female,4,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,38723,Medium,3,Satisfied
713642133,35,26-35,Male,3,Graduate,Married,NY,91750,yes,no,no,cellular,White-collar,68674,Medium,2,Neutral
713643858,50,46-60,Female,0,Graduate,Single,FL,91750,no,no,no,cellular,Govt,18352,Low,3,Satisfied
713644758,32,26-35,Male,2,High School,Single,NY,91750,no,no,no,cellular,Govt,50243,Medium,2,Neutral
713645883,48,46-60,Male,3,Graduate,Married,NV,91750,no,no,no,cellular,Businessman,95682,High,3,Satisfied
713647083,44,36-45,Female,3,Graduate,Married,NJ,91750,no,no,no,cellular,Businessman,40593,Medium,2,Neutral
713648208,53,46-60,Male,3,High School,Married,OH,91750,no,yes,no,cellular,Businessman,71606,High,3,Satisfied
713650683,51,46-60,Female,2,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
713652783,38,36-45,Male,2,Uneducated,Single,CA,91750,yes,yes,no,cellular,Retirees,100175,High,3,Satisfied
713653983,49,46-60,Male,1,Graduate,Unknown,NY,91750,yes,yes,no,cellular,White-collar,58429,Medium,3,Satisfied
713655108,47,46-60,Male,5,Unknown,Single,FL,91750,no,no,no,cellular,Businessman,156540,High,2,Neutral
713656308,46,46-60,Female,3,High School,Married,NV,91750,no,yes,no,cellular,Blue-collar,53767,Medium,3,Satisfied
713657733,44,36-45,Male,4,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,42529,Medium,3,Satisfied
713661933,40,36-45,Male,3,Unknown,Married,NY,91750,yes,yes,no,cellular,White-collar,80136,High,3,Satisfied
713663508,44,36-45,Female,4,Uneducated,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,5525,Low,3,Satisfied
713664258,45,36-45,Male,5,Unknown,Married,CA,91750,no,no,no,cellular,White-collar,103106,High,3,Satisfied
713666058,61,60+,Male,0,Post-Graduate,Single,TX,91750,no,no,no,unknown,Businessman,55739,Medium,3,Satisfied
713668158,49,46-60,Male,3,Graduate,Married,FL,91750,no,no,no,telephone,Businessman,118340,High,3,Satisfied
713670333,55,46-60,Female,2,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,12806,Low,2,Neutral
713671158,40,36-45,Female,4,Uneducated,Single,FL,91750,no,yes,no,cellular,Businessman,222792,High,2,Neutral
713672208,46,46-60,Female,4,High School,Married,TX,91750,yes,yes,no,cellular,White-collar,36521,Medium,2,Neutral
713675658,54,46-60,Male,1,High School,Married,NY,91750,no,yes,no,cellular,Retirees,72129,High,3,Satisfied
713677158,29,26-35,Female,0,Uneducated,Married,CA,91750,no,no,no,unknown,Govt,21962,Low,2,Neutral
713679633,40,36-45,Female,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Businessman,16353,Low,2,Neutral
713681433,56,46-60,Male,3,High School,Married,FL,91750,no,yes,no,unknown,Govt,89786,High,2,Neutral
713682708,36,36-45,Female,3,Unknown,Single,FL,91750,no,no,no,cellular,Retirees,40494,Medium,3,Satisfied
713685033,51,46-60,Female,4,Graduate,Single,NJ,91750,no,yes,no,cellular,Selfemployeed,17055,Low,3,Satisfied
713686008,54,46-60,Male,1,Graduate,Married,IL,91750,no,no,no,cellular,White-collar,123337,High,2,Neutral
713687508,43,36-45,Female,4,Post-Graduate,Married,CO,91750,no,yes,yes,cellular,Selfemployeed,35172,Medium,2,Neutral
713688933,47,46-60,Male,4,Unknown,Single,CA,91750,no,no,no,cellular,Govt,110056,High,3,Satisfied
713691633,44,36-45,Female,1,Uneducated,Single,FL,91750,no,yes,no,cellular,Businessman,215936,High,3,Satisfied
713692683,60,46-60,Female,1,Unknown,Single,TX,91750,no,no,yes,cellular,White-collar,35582,Medium,3,Satisfied
713693958,51,46-60,Female,2,Graduate,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,11418,Low,2,Neutral
713695158,48,46-60,Male,3,Graduate,Married,FL,91750,yes,yes,yes,cellular,White-collar,90062,High,2,Neutral
713696808,39,36-45,Female,1,Unknown,Married,CA,91750,no,no,no,cellular,Govt,24244,Low,2,Neutral
713697933,40,36-45,Male,3,Graduate,Married,NY,91750,yes,yes,no,cellular,Govt,108174,High,2,Neutral
713700258,47,46-60,Male,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Blue-collar,72423,High,3,Satisfied
713701533,65,60+,Female,0,Graduate,Married,NJ,91750,no,yes,yes,cellular,Govt,39041,Medium,2,Neutral
713705358,54,46-60,Male,3,Post-Graduate,Married,FL,91750,yes,no,no,cellular,White-collar,147671,High,2,Neutral
713706258,45,36-45,Male,5,High School,Married,NY,91750,yes,yes,no,cellular,White-collar,83821,High,2,Neutral
713708358,54,46-60,Male,2,Graduate,Single,TX,91750,no,no,no,cellular,White-collar,119617,High,2,Neutral
713709258,49,46-60,Male,4,High School,Single,TX,91750,no,yes,no,cellular,White-collar,61838,Medium,2,Neutral
713710383,43,36-45,Male,4,Unknown,Unknown,CA,91750,no,yes,yes,unknown,Retirees,31244,Medium,1,Unsatisfied
713713983,40,36-45,Male,3,High School,Single,CA,91750,yes,no,no,unknown,White-collar,84962,High,2,Neutral
713717283,47,46-60,Female,3,Graduate,Unknown,FL,91750,no,no,no,cellular,Selfemployeed,14975,Low,1,Unsatisfied
713718558,34,26-35,Female,3,Graduate,Single,NJ,91750,no,no,no,unknown,Retirees,36961,Medium,2,Neutral
713722608,64,60+,Male,0,High School,Married,NJ,91750,no,no,no,cellular,White-collar,15131,Low,2,Neutral
713723433,52,46-60,Male,2,Graduate,Single,TX,91750,yes,no,no,cellular,Blue-collar,52904,Medium,2,Neutral
713725683,58,46-60,Female,1,High School,Married,AK,72023,no,no,no,cellular,Selfemployeed,30771,Medium,3,Satisfied
713726958,48,46-60,Female,1,Graduate,Married,CA,91750,no,yes,yes,cellular,Selfemployeed,23256,Low,1,Unsatisfied
713730108,44,36-45,Male,0,High School,Single,FL,91750,no,yes,no,cellular,Businessman,74154,High,3,Satisfied
713730933,43,36-45,Female,4,Unknown,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,14975,Low,3,Satisfied
713732883,62,60+,Male,1,Graduate,Single,TX,91750,no,yes,yes,cellular,Blue-collar,77658,High,2,Neutral
713733633,54,46-60,Male,4,High School,Single,NY,91750,no,no,no,cellular,White-collar,119373,High,3,Satisfied
713734758,46,46-60,Female,2,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,21252,Low,3,Satisfied
713735508,39,36-45,Female,3,Graduate,Married,FL,91750,yes,no,no,cellular,White-collar,19661,Low,2,Neutral
713736333,49,46-60,Female,3,High School,Married,CA,91750,yes,yes,yes,cellular,White-collar,16544,Low,3,Satisfied
713738883,46,46-60,Female,2,High School,Married,TX,91750,no,no,no,cellular,Blue-collar,10861,Low,3,Satisfied
713739708,47,46-60,Male,3,Graduate,Married,TX,91750,no,no,no,cellular,Govt,64507,Medium,1,Unsatisfied
713740533,33,26-35,Female,1,High School,Single,NY,91750,yes,yes,no,cellular,Retirees,28285,Low,3,Satisfied
713741358,48,46-60,Female,4,Graduate,Single,NV,91750,yes,yes,no,cellular,Selfemployeed,1250,Low,2,Neutral
713743158,37,36-45,Male,3,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,11012,Low,1,Unsatisfied
713744058,50,46-60,Male,4,High School,Married,CA,91750,no,yes,no,cellular,Blue-collar,96541,High,3,Satisfied
713745783,42,36-45,Female,2,Post-Graduate,Married,NY,91750,yes,no,no,cellular,Govt,25844,Low,1,Unsatisfied
713746608,51,46-60,Male,4,Graduate,Married,CA,91750,no,no,no,cellular,Govt,54879,Medium,1,Unsatisfied
713747733,43,36-45,Female,2,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,20154,Low,3,Satisfied
713748708,57,46-60,Female,2,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,15178,Low,1,Unsatisfied
713750583,40,36-45,Female,3,High School,Unknown,CA,91750,yes,yes,no,unknown,Selfemployeed,23255,Low,1,Unsatisfied
713755458,40,36-45,Male,3,Uneducated,Married,CA,91750,yes,yes,yes,cellular,White-collar,119385,High,3,Satisfied
713756508,44,36-45,Female,3,Doctorate,Married,NY,91750,no,no,no,cellular,Blue-collar,10901,Low,2,Neutral
713757633,44,36-45,Female,2,Graduate,Married,CA,91750,yes,yes,no,unknown,Selfemployeed,14975,Low,2,Neutral
713758758,21,18-25,Male,1,Graduate,Single,NY,91750,no,no,no,unknown,Businessman,238949,High,1,Unsatisfied
713759583,56,46-60,Male,2,High School,Unknown,NY,91750,no,yes,yes,cellular,White-collar,83045,High,3,Satisfied
713761608,51,46-60,Male,3,Uneducated,Single,NY,91750,no,yes,no,cellular,Govt,114593,High,2,Neutral
713763633,28,26-35,Male,1,Post-Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,Low,3,Satisfied
713764458,42,36-45,Female,2,Uneducated,Single,CA,91750,no,yes,no,unknown,Govt,37569,Medium,2,Neutral
713766183,35,26-35,Male,1,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,52220,Medium,1,Unsatisfied
713767383,54,46-60,Female,2,Graduate,Single,NY,91750,no,no,no,unknown,Govt,26609,Low,3,Satisfied
713768358,52,46-60,Female,3,Uneducated,Unknown,CA,90660,no,yes,yes,cellular,Businessman,212278,High,2,Neutral
713769258,48,46-60,Female,2,Graduate,Single,TX,91750,yes,yes,no,cellular,Blue-collar,29519,Low,3,Satisfied
713770383,35,26-35,Female,4,High School,Single,TX,91750,no,yes,no,cellular,Blue-collar,32375,Medium,3,Satisfied
713772333,55,46-60,Female,0,Graduate,Single,FL,91750,no,no,no,cellular,Govt,19586,Low,2,Neutral
713773458,34,26-35,Female,2,Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,14038,Low,3,Satisfied
713777883,51,46-60,Female,2,Unknown,Married,CA,91750,no,no,no,cellular,Retirees,38590,Medium,3,Satisfied
713779908,26,26-35,Female,0,Uneducated,Single,CA,91750,yes,no,no,cellular,Selfemployeed,11279,Low,2,Neutral
713782608,41,36-45,Male,4,Doctorate,Married,TX,91750,no,no,no,cellular,White-collar,98081,High,3,Satisfied
713784558,47,46-60,Male,0,Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,80014,High,3,Satisfied
713785608,46,46-60,Male,2,Unknown,Married,TX,91750,no,no,no,cellular,Retirees,85402,High,3,Satisfied
713786508,43,36-45,Female,4,Uneducated,Married,NY,91750,yes,no,no,unknown,Blue-collar,10538,Low,3,Satisfied
713787333,50,46-60,Female,2,Graduate,Single,NE,91750,yes,yes,no,cellular,Businessman,181930,High,1,Unsatisfied
713788083,49,46-60,Female,3,Doctorate,Married,FL,91750,yes,no,no,unknown,Blue-collar,17999,Low,2,Neutral
713789883,43,36-45,Male,3,Uneducated,Married,CA,91750,yes,no,no,cellular,Businessman,93885,High,3,Satisfied
713790708,53,46-60,Female,2,High School,Single,CA,91750,no,no,no,telephone,Blue-collar,24531,Low,3,Satisfied
713792583,52,46-60,Male,3,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,69108,Medium,1,Unsatisfied
713796033,26,26-35,Female,1,Unknown,Single,NJ,91750,no,yes,no,cellular,White-collar,18087,Low,1,Unsatisfied
713798958,48,46-60,Male,2,Graduate,Married,TX,91750,yes,no,no,cellular,Retirees,72413,High,2,Neutral
713800158,47,46-60,Female,2,Uneducated,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,14975,Low,3,Satisfied
713803158,39,36-45,Male,3,Uneducated,Married,CA,91750,no,yes,no,cellular,Blue-collar,70866,High,2,Neutral
713804058,38,36-45,Male,3,Unknown,Married,CA,91750,yes,yes,yes,cellular,Govt,72516,High,1,Unsatisfied
713804883,45,36-45,Female,1,Uneducated,Married,NY,91750,yes,yes,no,cellular,Retirees,16038,Low,3,Satisfied
713808633,43,36-45,Male,4,Unknown,Married,TX,91750,yes,no,yes,cellular,White-collar,141776,High,1,Unsatisfied
713809833,40,36-45,Male,3,High School,Unknown,NY,91750,yes,no,no,cellular,White-collar,74115,High,1,Unsatisfied
713810658,56,46-60,Male,0,High School,Unknown,NY,91750,yes,yes,no,unknown,White-collar,126113,High,3,Satisfied
713814408,34,26-35,Male,1,Unknown,Married,TX,91750,no,yes,no,cellular,Govt,40083,Medium,3,Satisfied
713815383,58,46-60,Female,0,Uneducated,Single,MI,91750,no,no,no,unknown,Businessman,22497,Low,3,Satisfied
713818158,52,46-60,Male,2,Doctorate,Married,CA,91750,no,no,no,cellular,Govt,95184,High,3,Satisfied
713819283,48,46-60,Female,3,Uneducated,Married,TX,91750,no,no,no,cellular,White-collar,34152,Medium,2,Neutral
713822208,44,36-45,Female,1,High School,Married,NY,91750,no,yes,no,cellular,Retirees,17400,Low,2,Neutral
713823033,65,60+,Female,0,Graduate,Married,FL,91750,no,no,yes,cellular,Selfemployeed,2565,Low,1,Unsatisfied
713824983,50,46-60,Male,2,Graduate,Single,CA,91750,no,no,yes,cellular,Blue-collar,106743,High,2,Neutral
713826183,50,46-60,Female,3,Graduate,Married,TX,91750,yes,no,no,telephone,Retirees,24066,Low,3,Satisfied
713827383,64,60+,Male,1,Graduate,Married,TX,91750,no,yes,no,unknown,Selfemployeed,18800,Low,1,Unsatisfied
713828208,50,46-60,Female,1,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,17952,Low,3,Satisfied
713830233,44,36-45,Female,2,Graduate,Married,CA,91750,no,yes,no,cellular,Govt,16611,Low,3,Satisfied
713833233,50,46-60,Female,1,Uneducated,Married,GA,91750,no,no,no,cellular,Businessman,201492,High,3,Satisfied
713834358,46,46-60,Female,5,High School,Married,NY,91750,no,no,no,cellular,Selfemployeed,14975,Low,1,Unsatisfied
713835258,59,46-60,Female,1,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
713837058,49,46-60,Female,4,Graduate,Unknown,NY,91750,yes,yes,no,cellular,Selfemployeed,10470,Low,1,Unsatisfied
713843283,65,60+,Male,0,Graduate,Single,CA,91750,no,no,no,unknown,Selfemployeed,14975,Low,3,Satisfied
713845083,59,46-60,Female,0,Graduate,Unknown,CA,91750,no,no,no,cellular,Selfemployeed,14975,Low,1,Unsatisfied
713847858,48,46-60,Female,2,Unknown,Single,WA,54101,no,yes,no,unknown,Businessman,17074,Low,3,Satisfied
713850783,49,46-60,Male,3,Graduate,Married,FL,91750,yes,no,no,cellular,Govt,82726,High,3,Satisfied
713852958,51,46-60,Female,1,Uneducated,Single,CA,91750,yes,yes,yes,cellular,Govt,44603,Medium,3,Satisfied
713853858,31,26-35,Female,1,High School,Married,TX,91750,no,yes,no,cellular,Retirees,30341,Medium,1,Unsatisfied
713854608,50,46-60,Female,2,Graduate,Unknown,FL,91750,no,yes,no,cellular,Retirees,27575,Low,3,Satisfied
713856708,40,36-45,Female,3,Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,57928,Medium,3,Satisfied
713857758,44,36-45,Female,3,Uneducated,Married,CT,91750,no,yes,no,unknown,Businessman,16533,Low,1,Unsatisfied
713858733,38,36-45,Male,3,Graduate,Single,CA,91750,no,yes,no,cellular,Retirees,58450,Medium,3,Satisfied
713861733,37,36-45,Female,3,Graduate,Single,FL,91750,no,no,no,cellular,Retirees,15474,Low,2,Neutral
713865333,36,36-45,Female,1,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,2565,Low,3,Satisfied
713866308,43,36-45,Female,3,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,51352,Medium,1,Unsatisfied
713868033,43,36-45,Female,3,High School,Single,CA,91007,yes,no,no,unknown,Businessman,233828,High,1,Unsatisfied
713869083,52,46-60,Male,3,Graduate,Married,FL,91750,no,yes,no,unknown,Businessman,188775,High,2,Neutral
713870958,49,46-60,Male,4,Graduate,Single,TX,91750,yes,yes,no,cellular,Blue-collar,114091,High,5,Unknown
713872008,26,26-35,Male,0,Graduate,Single,FL,91750,no,yes,no,cellular,White-collar,72963,High,1,Unsatisfied
713872833,54,46-60,Male,1,Unknown,Single,TX,91750,yes,yes,no,telephone,White-collar,102583,High,2,Neutral
713873658,45,36-45,Male,3,Graduate,Married,NJ,91750,no,yes,no,cellular,Govt,77389,High,3,Satisfied
713876958,56,46-60,Male,1,High School,Single,CA,91750,no,no,no,cellular,Businessman,90858,High,3,Satisfied
713879283,43,36-45,Female,4,Unknown,Unknown,CA,91750,no,yes,no,unknown,Selfemployeed,14975,Low,2,Neutral
713880633,59,46-60,Male,0,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,117185,High,3,Satisfied
713884458,40,36-45,Male,3,High School,Married,FL,91750,yes,no,no,cellular,Govt,61907,Medium,1,Unsatisfied
713886333,43,36-45,Female,2,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
713889933,26,26-35,Female,0,High School,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
713891133,57,46-60,Female,3,Graduate,Unknown,TX,91750,yes,no,no,cellular,Govt,17879,Low,1,Unsatisfied
713893308,32,26-35,Male,1,High School,Single,FL,91750,yes,yes,no,cellular,White-collar,19654,Low,3,Satisfied
713894358,53,46-60,Male,1,Graduate,Married,NJ,91750,yes,no,no,telephone,Govt,108724,High,2,Neutral
713895633,51,46-60,Female,2,Post-Graduate,Single,CA,90277,no,yes,no,unknown,Businessman,162630,High,1,Unsatisfied
713896533,47,46-60,Female,3,Graduate,Unknown,CA,91750,no,no,no,unknown,Selfemployeed,35155,Medium,3,Satisfied
713899383,53,46-60,Female,1,Unknown,Married,TX,91750,no,yes,no,cellular,Businessman,176762,High,3,Satisfied
713901108,26,26-35,Male,0,High School,Single,FL,91750,yes,yes,no,cellular,Businessman,37468,Medium,1,Unsatisfied
713902983,54,46-60,Female,4,High School,Married,NY,91750,yes,yes,no,telephone,Businessman,59716,Medium,3,Satisfied
713904708,46,46-60,Male,4,Graduate,Single,NY,91750,yes,no,no,cellular,Blue-collar,85945,High,3,Satisfied
713905608,54,46-60,Female,3,High School,Married,TX,91750,yes,no,no,cellular,Govt,35818,Medium,3,Satisfied
713906508,41,36-45,Male,4,Graduate,Unknown,CA,91750,no,yes,no,cellular,Businessman,44578,Medium,3,Satisfied
713907633,45,36-45,Male,5,Doctorate,Married,CA,91750,no,no,no,unknown,Govt,107941,High,2,Neutral
713908683,57,46-60,Female,2,Doctorate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,12895,Low,3,Satisfied
713910108,47,46-60,Female,5,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,14975,Low,3,Satisfied
713911233,44,36-45,Male,1,Uneducated,Married,NY,91750,yes,no,no,cellular,Selfemployeed,105124,High,3,Satisfied
713914683,35,26-35,Male,2,Post-Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,79597,High,2,Neutral
713916708,50,46-60,Male,1,Graduate,Married,NJ,91750,no,no,no,cellular,White-collar,107595,High,2,Neutral
713918358,34,26-35,Male,3,Graduate,Married,FL,91750,no,no,no,cellular,Retirees,84581,High,1,Unsatisfied
713919183,41,36-45,Male,4,Graduate,Married,NY,91750,yes,yes,no,cellular,Govt,71809,High,2,Neutral
713920158,64,60+,Female,0,Unknown,Married,NJ,91750,no,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
713921058,49,46-60,Female,4,Uneducated,Unknown,IL,91750,yes,no,no,unknown,Blue-collar,12106,Low,1,Unsatisfied
713922183,53,46-60,Male,3,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,63778,Medium,3,Satisfied
713923233,42,36-45,Female,2,Unknown,Single,CA,91750,no,yes,no,cellular,Retirees,36942,Medium,1,Unsatisfied
713924283,39,36-45,Male,1,Graduate,Married,CA,91750,yes,no,no,unknown,Blue-collar,117431,High,3,Satisfied
713926308,45,36-45,Male,2,Graduate,Single,TX,91750,yes,yes,no,cellular,Businessman,64868,Medium,1,Unsatisfied
713927283,32,26-35,Male,1,Doctorate,Single,FL,91750,no,yes,no,cellular,Govt,79295,High,3,Satisfied
713929533,39,36-45,Female,1,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,20925,Low,3,Satisfied
713930433,39,36-45,Female,1,High School,Married,NY,91750,no,yes,no,cellular,White-collar,18499,Low,2,Neutral
713931258,52,46-60,Female,4,Unknown,Married,CA,91750,yes,no,no,unknown,White-collar,19737,Low,3,Satisfied
713933658,43,36-45,Male,4,Graduate,Unknown,TX,91750,yes,no,no,telephone,Selfemployeed,50765,Medium,3,Satisfied
713934633,41,36-45,Male,4,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,117447,High,1,Unsatisfied
713935533,45,36-45,Female,3,Unknown,Unknown,TX,91750,no,no,yes,cellular,Businessman,46348,Medium,3,Satisfied
713936583,63,60+,Male,1,High School,Single,CA,91750,yes,no,no,cellular,Govt,23199,Low,1,Unsatisfied
713937558,58,46-60,Female,2,Uneducated,Married,NJ,91750,no,no,yes,cellular,Selfemployeed,57638,Medium,1,Unsatisfied
713940033,54,46-60,Female,2,Unknown,Single,NY,91750,no,yes,no,cellular,Retirees,38201,Medium,3,Satisfied
713941158,44,36-45,Male,1,Graduate,Single,CA,91750,yes,yes,no,cellular,Businessman,62351,Medium,3,Satisfied
713943783,49,46-60,Female,4,Post-Graduate,Single,TX,91750,yes,no,no,unknown,Selfemployeed,9535,Low,2,Neutral
713944833,48,46-60,Male,2,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,68736,Medium,3,Satisfied
713945883,40,36-45,Female,2,Graduate,Single,CA,91750,no,yes,no,telephone,Selfemployeed,2565,Low,5,Unknown
713947908,53,46-60,Male,2,Unknown,Single,CA,91750,yes,yes,no,cellular,Businessman,61917,Medium,2,Neutral
713948808,48,46-60,Male,4,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,82555,High,5,Unknown
713949858,44,36-45,Female,3,High School,Single,CA,91750,no,yes,no,telephone,Selfemployeed,14975,Low,2,Neutral
713952558,49,46-60,Female,1,High School,Married,TX,91750,no,no,no,cellular,Govt,21987,Low,3,Satisfied
713953383,57,46-60,Female,2,Graduate,Single,CA,91750,no,no,no,cellular,Blue-collar,23599,Low,3,Satisfied
713956308,48,46-60,Female,4,Uneducated,Married,TX,91750,no,yes,no,unknown,Retirees,17924,Low,3,Satisfied
713957283,33,26-35,Female,3,Graduate,Single,FL,91750,yes,no,no,cellular,Selfemployeed,21840,Low,2,Neutral
713962233,30,26-35,Female,1,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,17589,Low,3,Satisfied
713964858,40,36-45,Male,3,Graduate,Unknown,NY,91750,yes,no,no,cellular,Selfemployeed,49613,Medium,5,Unknown
713965683,50,46-60,Male,3,High School,Single,NJ,91750,yes,yes,no,cellular,Businessman,237836,High,2,Neutral
713967783,45,36-45,Female,4,Graduate,Unknown,FL,91750,yes,yes,no,cellular,Selfemployeed,14975,Low,2,Neutral
713971608,41,36-45,Female,3,High School,Married,NY,91750,no,yes,no,cellular,Selfemployeed,58155,Medium,5,Unknown
713972658,55,46-60,Female,1,Graduate,Married,TX,91750,no,no,no,cellular,Blue-collar,14421,Low,3,Satisfied
713974533,48,46-60,Female,4,Unknown,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,34925,Medium,2,Neutral
713975433,44,36-45,Male,5,Graduate,Married,CA,91007,no,yes,no,unknown,Businessman,184467,High,2,Neutral
713976258,49,46-60,Female,1,Unknown,Married,TX,91750,no,yes,no,cellular,Businessman,34791,Medium,2,Neutral
713977308,47,46-60,Male,4,Graduate,Unknown,NY,91750,no,no,no,unknown,Businessman,42831,Medium,3,Satisfied
713980383,45,36-45,Female,2,Doctorate,Married,CA,91750,no,yes,no,cellular,White-collar,18102,Low,2,Neutral
713981283,56,46-60,Female,2,High School,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,55977,Medium,2,Neutral
713982108,43,36-45,Female,2,Graduate,Married,TX,91750,yes,yes,yes,unknown,White-collar,17801,Low,2,Neutral
713983308,52,46-60,Female,5,Unknown,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,10467,Low,3,Satisfied
713984208,48,46-60,Female,4,Graduate,Married,TX,91750,yes,no,no,cellular,Govt,48080,Medium,3,Satisfied
713985183,45,36-45,Male,3,Graduate,Single,NJ,91750,no,no,no,telephone,Govt,72082,High,2,Neutral
713986908,51,46-60,Female,2,Graduate,Single,CA,90250,no,yes,no,cellular,Businessman,235100,High,5,Unknown
713987808,51,46-60,Female,4,Graduate,Married,VA,91750,no,yes,yes,cellular,Businessman,192403,High,2,Neutral
713989233,36,36-45,Female,3,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,14975,Low,5,Unknown
713992158,49,46-60,Female,3,High School,Married,NY,91750,yes,no,no,telephone,Blue-collar,12269,Low,3,Satisfied
713993208,40,36-45,Male,3,High School,Married,VA,91750,yes,no,no,cellular,Retirees,57490,Medium,5,Unknown
713994108,37,36-45,Female,2,High School,Single,NY,91750,no,yes,yes,unknown,Businessman,224040,High,3,Satisfied
713995233,56,46-60,Male,3,High School,Single,NJ,91750,yes,no,no,cellular,Govt,74857,High,3,Satisfied
713996283,45,36-45,Male,3,Uneducated,Single,NJ,91750,yes,no,no,telephone,Govt,95823,High,5,Unknown
713997183,48,46-60,Female,2,Graduate,Single,CA,91750,no,no,no,unknown,White-collar,23627,Low,2,Neutral
713998233,53,46-60,Female,3,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,32415,Medium,5,Unknown
714000108,45,36-45,Female,4,High School,Married,NY,91750,yes,no,no,unknown,White-collar,39964,Medium,3,Satisfied
714001008,53,46-60,Male,3,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,149051,High,5,Unknown
714002658,49,46-60,Female,1,Uneducated,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,13504,Low,3,Satisfied
714003483,50,46-60,Female,1,Unknown,Single,CA,90275,yes,yes,no,telephone,Businessman,209290,High,3,Satisfied
714005508,45,36-45,Male,2,Graduate,Married,CA,91750,yes,no,yes,cellular,White-collar,57780,Medium,5,Unknown
714006333,40,36-45,Female,4,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,24974,Low,5,Unknown
